nan	nan	nan	nan	
0.0	0.0	-1.33928e-20	0.00575621	
-3.81825e-23	-0.616267	3.73532	-6.30639	
6.95679e-23	1.48972	-39.1667	35.7289	
-1.64006e-20	69.1826	142.237	-72.1456	
-7.52142e-22	-9.94111	104.249	4.57017	
8.74406e-22	-208.503	-259.749	-13.0027	
-1.17179e-20	641.478	-412.116	-141.393	
3.1912e-21	1562.61	-176.555	166.611	
1.30465e-20	1048.16	210.239	-177.866	
-8.19589e-21	19.9601	275.349	-668.215	
-1.44827e-21	9969.63	-2703.69	-35.1018	
-2.32091e-20	6442.91	2863.81	616.825	
-7.63216e-21	-2018.33	2246.87	-7991.8	
1.69654e-20	2287.33	7093.36	152.603	
1.35489e-20	-2483.99	949.758	2985.92	
9.80965e-21	-28.9572	3751.54	1527.8	
-2.45955e-20	5242.16	-3869.16	-2123.89	
-6.62455e-21	-2412.95	-1992.97	-1198.42	
-1.1541e-20	10941.5	-880.609	439.728	
5.34013e-21	9625.44	-2305.41	164.766	
4.96866e-21	-6924.6	-683.094	82.6058	
1.78004e-20	-9533.22	-283.598	-471.894	
-1.19613e-20	-3481.63	-535.725	1589.09	
-4.66299e-21	-2955.44	-9740.06	930.378	
-1.25296e-21	-48807.4	12617.9	481.538	
-1.30061e-20	-97477.4	-12859.6	947.623	
-6.60919e-21	102236.0	-54191.8	-370.582	
2.99719e-21	91557.5	-38863.3	4105.0	
-6.5888e-21	-126558.0	-42040.6	5553.19	
4.2509e-21	-4468.35	-14340.2	-7837.24	
-8.37903e-21	-15033.3	15471.4	-5318.37	
5.10298e-21	-28329.4	-17525.6	12501.8	
-9.49226e-23	-54905.3	49049.3	-3803.44	
2.04453e-21	-67721.2	-10631.5	-9701.41	
1.00305e-21	42620.9	23582.8	1059.71	
-3.86403e-21	-30661.7	-44541.6	4275.37	
2.70789e-20	-10746.6	8422.15	-8164.62	
1.58058e-20	-22477.8	14787.6	1670.45	
-5.66086e-21	-17057.3	-11955.0	4098.05	
-1.63686e-20	7239.83	707.442	-3124.78	
-2.24727e-20	8607.53	-23554.9	1067.92	
-3.75327e-21	6860.61	-25346.8	-673.613	
1.19495e-20	-17370.7	-18450.4	3817.73	
-7.11401e-21	-7955.6	-13200.0	-4483.12	
-1.09022e-20	7338.28	34689.6	3114.5	
3.94423e-21	7909.12	-9756.03	6433.01	
6.89439e-21	14249.2	2764.52	-1603.2	
-1.81625e-20	64184.5	-9842.7	-575.722	
3.46663e-21	33918.5	60369.5	-8187.17	
2.2467e-20	49949.2	-41099.1	1978.72	
-1.99408e-21	115251.0	-45212.3	2543.77	
3.29395e-21	49740.7	23344.4	-3713.69	
1.01858e-21	-51916.9	27601.5	-5102.94	
-4.85667e-21	-66743.4	30374.2	-2843.59	
-6.19229e-21	-6438.56	-35423.6	-5707.04	
1.65414e-20	-29751.5	16418.7	-8358.67	
4.00861e-21	2419.04	-3984.27	6342.03	
-9.98273e-21	-56971.1	17773.6	-1409.11	
-2.97635e-20	-47178.0	-58182.4	-10943.6	
-7.31295e-21	21778.6	-10280.7	148.748	
-2.11336e-20	-38804.5	-8845.8	6537.51	
5.59854e-21	-33457.8	-78322.4	-1641.38	
9.67199e-21	-10697.0	-35011.4	4478.92	
2.50303e-21	-11038.5	10811.2	505.816	
2.06353e-20	-2356.61	-20381.7	1277.39	
-4.78156e-21	57691.4	34220.7	-4032.38	
5.40816e-21	-27965.2	73996.3	-6109.62	
2.02077e-20	10661.8	2762.27	3138.28	
-9.9009e-21	1224.58	11831.0	921.646	
9.67901e-22	3257.88	11585.4	708.472	
-1.82106e-20	-46475.1	-33459.7	-5547.55	
8.75312e-21	36842.3	21442.5	1695.53	
-1.13819e-20	10977.0	-6970.75	2062.1	
-1.24202e-20	-7655.21	-1811.85	-483.753	
-1.38941e-20	-208740.0	-5567.52	3962.96	
-1.60071e-20	-35923.6	44110.1	12120.9	
8.86154e-22	56373.2	-19632.5	8004.54	
1.17152e-20	56115.9	-93378.2	-17468.5	
-2.63428e-21	10068.3	-86128.6	1846.62	
-1.08041e-20	-46546.3	-16986.8	12868.4	
8.2905e-21	52274.4	26685.0	-4056.46	
3.16318e-21	-66569.0	-71848.0	-9690.94	
1.3846e-21	-24243.0	-47347.1	-5736.28	
-4.06136e-21	39310.5	-4197.96	-12014.6	
2.10772e-21	16016.7	-2439.3	1603.85	
-9.38176e-21	-103248.0	33582.6	1868.11	
-7.34439e-21	-52528.7	46610.9	9457.28	
2.3389e-20	-127495.0	-231.43	-14994.5	
4.32417e-21	986.1	-3827.78	982.091	
1.21154e-20	-56200.5	-39683.0	-3309.27	
-1.4106e-20	-55115.9	14862.2	-4280.24	
-1.02867e-20	-43519.5	4003.78	1602.19	
1.27036e-20	39287.6	-2558.73	8474.17	
-4.11823e-21	-4845.39	-1340.89	-3252.04	
-2.12037e-21	-39052.4	-26298.6	4547.31	
-1.18769e-20	-14476.1	-26489.7	-4557.99	
-2.62457e-20	-4193.31	-1550.06	-1922.36	
-1.68442e-20	-8909.9	8702.55	-1334.6	
4.31377e-21	30871.2	67771.8	-5556.92	
-1.11857e-20	-27589.8	7965.65	2836.42	
-1.28527e-21	-15210.8	-38256.4	8749.39	
-1.78453e-20	57426.1	-11533.0	3915.48	
5.1137e-21	72901.0	82561.1	4232.98	
9.97649e-21	16664.4	29504.9	1999.39	
-4.43687e-22	4554.77	30633.8	435.134	
-6.25097e-21	5012.43	64113.8	-13756.2	
-9.83241e-21	50007.7	-24387.2	5035.53	
-1.74823e-21	-110383.0	-80607.6	-1927.11	
-7.84556e-22	-9613.37	-19124.9	5997.97	
-8.33047e-21	65786.1	-70781.2	-13605.3	
9.39091e-21	140279.0	3988.19	-9651.05	
-1.43509e-20	-19707.2	55687.1	2276.93	
2.62318e-21	-24695.8	-5921.1	8913.41	
1.25321e-20	92266.8	2899.51	616.118	
1.35429e-21	-73388.4	-18690.9	-5435.07	
5.98651e-22	-24161.4	29484.1	-682.24	
-3.65304e-21	-69285.0	42373.6	-4985.14	
3.41479e-21	-15730.1	90437.7	4041.49	
1.52952e-20	14277.2	-6361.83	-2193.59	
1.67408e-21	-35779.0	-6579.25	-5857.42	
4.79523e-21	43617.7	-19829.0	-5797.0	
-2.44953e-20	-46922.5	19298.5	1108.77	
-2.87003e-21	3923.3	1035.6	-1570.55	
1.2174e-20	-57508.1	14978.9	-2364.24	
-5.80746e-21	-47853.2	-3306.43	-8209.32	
-1.83371e-20	8132.31	-17384.0	764.732	
1.50956e-20	-26068.7	-42961.8	-7058.05	
7.53367e-21	-3255.55	8167.05	-5509.85	
1.57538e-20	-13312.7	-1756.45	5073.82	
-3.3531e-21	17355.4	27096.5	-3450.55	
-4.49498e-21	105893.0	-510.744	-6571.92	
1.77752e-20	3479.27	-39260.4	-6575.98	
1.16409e-20	-21891.4	11827.1	1004.46	
1.44597e-20	21558.5	40207.2	120.555	
-2.88502e-21	6233.4	22779.6	479.487	
-1.60641e-21	37861.2	-814.094	-7665.29	
9.45477e-21	3840.64	46734.9	-9066.2	
-7.01042e-21	-23521.6	2085.75	-3068.31	
-4.81838e-21	21726.0	33599.3	-252.879	
-1.62564e-21	8601.33	-6110.88	1860.86	
5.05158e-21	24470.9	9703.13	3317.71	
-1.5177e-20	53945.2	-2126.39	4281.21	
-6.49457e-21	43398.2	-58187.6	-491.713	
2.51385e-20	2076.84	83370.2	4956.0	
-2.78063e-21	-1373.88	22940.3	-3116.09	
-2.45944e-21	9084.5	2290.43	2664.58	
4.19803e-21	55728.7	8275.8	1151.59	
-1.3093e-20	-41120.0	-53401.8	7190.41	
-3.09263e-21	41959.1	-10756.0	4759.08	
1.05868e-20	-45719.6	-4988.31	929.23	
1.64335e-20	-22654.1	-9433.67	-2869.92	
1.86717e-20	33328.0	7871.08	-2779.01	
8.40905e-21	28865.9	19549.2	3549.46	
-5.4681e-21	-11934.7	14875.3	-3358.4	
-1.80626e-20	-16103.8	-2233.6	5380.84	
1.54266e-20	-6951.41	-24971.3	1842.37	
-1.71788e-20	37790.8	1987.76	230.141	
-2.00831e-20	28047.8	9917.18	-1255.84	
-2.67546e-21	20315.9	-6385.37	2178.92	
-1.5628e-20	-29290.9	-13975.3	-1704.6	
-1.29017e-20	-72556.9	-25745.0	8164.68	
1.03598e-20	-17365.8	20662.2	803.486	
3.34413e-21	4824.54	-47999.5	6835.66	
-5.8139e-21	9708.89	-8352.18	-2751.5	
2.77025e-20	-2326.28	-30101.4	-2133.76	
1.37293e-20	-7790.13	-4150.77	696.095	
