nan	nan	nan	nan	nan	
0.0	0.0	-1.33928e-20	0.00575621	0.0	
-2.98796e-23	-0.799463	5.38588	-19.291	0.0	
6.55454e-23	-11.5709	-24.483	49.8865	0.0	
1.93617e-20	22.7882	-47.3946	-160.772	0.0	
1.62447e-20	-76.4713	84.5683	277.23	0.0	
1.72028e-20	-308.528	-180.834	-846.714	0.0	
-1.36925e-20	-1693.34	-1255.8	-1.4671	0.0	
-1.36795e-20	3571.57	-594.692	-433.299	0.0	
-9.80544e-21	1751.45	1741.65	-661.048	0.0	
1.37255e-20	-8117.63	608.089	-50.0035	0.0	
-1.46504e-20	-8377.88	53.2706	94.0292	0.0	
-1.08153e-20	4640.35	-4662.82	-272.417	0.0	
-2.47898e-21	-6271.34	4509.74	597.486	0.0	
1.61792e-20	1050.89	2399.94	-1648.15	0.0	
-8.59187e-21	-6830.86	2072.08	116.738	0.0	
2.49217e-20	2200.77	-8046.65	-246.019	0.0	
6.88165e-21	8451.36	5735.94	-343.844	0.0	
6.89899e-21	25444.2	2774.73	-735.881	0.0	
-2.22548e-20	41265.6	13961.6	-914.055	0.0	
-3.29434e-20	5284.74	-536.451	-347.787	0.0	
-3.07196e-21	42369.0	210.408	3079.62	0.0	
4.51974e-21	2173.21	-5032.43	-2657.75	0.0	
1.92614e-20	-18977.9	-1158.07	4538.86	0.0	
-4.10501e-21	-41762.8	60144.2	379.375	0.0	
1.35069e-20	-235749.0	-28595.2	-3449.83	0.0	
3.87309e-21	105116.0	-13450.8	5359.92	0.0	
-3.51007e-21	176706.0	42296.0	-9506.52	0.0	
-8.67598e-21	-102505.0	43703.4	2687.33	0.0	
-1.87681e-20	-8757.51	4564.04	603.92	0.0	
-1.33738e-20	49332.7	9667.9	6832.73	0.0	
-3.03903e-21	76350.1	6880.76	2372.04	0.0	
-1.81001e-21	-15928.4	1713.2	7868.8	0.0	
1.07122e-20	-80195.5	-30120.1	6580.39	0.0	
-8.89429e-21	13689.8	2263.34	2844.62	0.0	
-2.66546e-20	59408.4	55373.2	2945.31	0.0	
-2.56461e-22	12007.1	-6143.27	7073.91	0.0	
4.84292e-22	10222.0	-14216.6	-368.058	0.0	
1.02254e-20	1860.39	19674.5	-3350.07	0.0	
2.64508e-20	-19174.1	5930.13	797.439	0.0	
