#Z  #X
0	3850
331.2	3850
662.4	3850
834.9	3850
0	4090
364.9	4090
729.8	4090
915.4	4090
0	4330
398.7	4330
797.8	4330
995.2	4330
0	4566
429.4	4566
858.8	4566
1067.5	4566
0	4762
459.8	4762
919.7	4762
1138.5	4762
0	4967
488.6	4967
977.1	4967
1205.4	4967
0	5194
520.6	5194
1041.3	5194
1279.8	5194
0	5394
548.7	5394
1097.4	5394
1349.9	5394
0	5594
556.1	5594
1112.1	5594
1366.4	5594
0	5793
563.4	5793
1126.8	5793
1383	5793
0	6052
572.8	6052
1145.6	6052
1403.9	6052
0	6311
582.5	6311
1164.9	6311
1425.6	6311
0	6569.5
591.8	6569.5
1183.7	6569.5
1446.5	6569.5
0	6828
601.2	6828
1202.4	6828
1467.3	6828
0	7086.6
610.5	7086.6
1221.1	7086.6
1488.1	7086.6
0	7318
619.2	7318
12238.5	7318
1507.4	7318
0	7599
629.6	7599
1259.2	7599
1530.4	7599
0	7830
637.9	7830
1275.9	7830
1554.2	7830
0	8077.2
647	8077.2
1239.9	8077.2
1568.9	8077.2
0	8432.6
660	8432.6
1320	8432.6
1603	8432.6
0	8966.2
660	8966.2
1320	8966.2
1603	8966.2
0	9499.6
660	9499.6
1320	9499.6
1603	9499.6
0	10033
660	10033
1320	10033
1603	10033
0	10566.4
660	10566.4
1320	10566.4
1603	10566.4
0	11099.8
660	11099.8
1320	11099.8
1603	11099.8
0	11633.2
660	11633.2
1320	11633.2
1603	11633.2
0	12166.6
660	12166.6
1320	12166.6
1603	12166.6
0	12700
660	12700
1320	12700
1603	12700
0	13233.4
660	13233.4
1320	13233.4
1603	13233.4
0	13766.8
660	13766.8
1320	13766.8
1603	13766.8
0	14300.2
660	14300.2
1320	14300.2
1603	14300.2
0	14833.6
660	14833.6
1320	14833.6
1603	14833.6
0	15367
660	15367
1320	15367
1603	15367
0	15900.4
660	15900.4
1320	15900.4
1603	15900.4
0	16409.4
660	16409.4
1320	16409.4
1603	16409.4
0	16687.8
660	16687.8
1320	16687.8
1603	16687.8
0	17294.7
660	17294.7
1320	17294.7
1603	17294.7
0	17534.1
660	17534.1
1320	17534.1
1603	17534.1
0	18101.1
660	18101.1
1320	18101.1
1603	18101.1
0	18694.4
660	18694.4
1320	18694.4
1603	18694.4
0	19227.8
660	19227.8
1320	19227.8
1603	19227.8
0	19761.2
660	19761.2
1320	19761.2
1603	19761.2
0	20294.6
660	20294.6
1320	20294.6
1603	20294.6
0	20828
660	20828
1320	20828
1603	20828
0	21361.4
660	21361.4
1320	21361.4
1603	21361.4
0	21894.8
660	21894.8
1320	21894.8
1603	21894.8
0	22428.2
660	22428.2
1320	22428.2
1603	22428.2
0	22961.6
660	22961.6
1320	22961.6
1603	22961.6
0	23495
660	23495
1320	23495
1603	23495
0	24028.4
660	24028.4
1320	24028.4
1603	24028.4
0	24561.8
660	24561.8
1320	24561.8
1603	24561.8
0	25095.2
660	25095.2
1320	25095.2
1603	25095.2
0	25628.6
660	25628.6
1320	25628.6
1603	25628.6
0	26162
660	26162
1320	26162
1603	26162
0	26695.4
660	26695.4
1320	26695.4
1603	26695.4
0	27228.8
660	27228.8
1320	27228.8
1603	27228.8
0	27762.2
660	27762.2
1320	27762.2
1603	27762.2
0	28295.6
660	28295.6
1320	28295.6
1603	28295.6
0	28829
645.3	28829
1290.6	28829
1549	28829
0	29362.4
630.8	29362.4
1261.6	29362.4
1500.7	29362.4
0	29895.8
616.3	29895.8
1232.7	29895.8
1452.4	29895.8
0	30429.2
601.9	30429.2
1203.7	30429.2
1404.2	30429.2
0	31013.4
587.4	31013.4
1174.7	31013.4
1355.9	31013.4
0	31576.9
572.9	31576.9
1145.8	31576.9
1307.6	31576.9
0	32073.9
558.4	32073.9
1116.8	32073.9
1259.3	32073.9
0	32870.7
544	32870.7
1087.8	32870.7
1211.1	32870.7
0	33096.2
515.0	33096.2
1029.9	33096.2
1114.5	33096.2
0	33699
496.9	33699
993.8	33699
